description,label_history,label_food,label_adventure,label_culture,label_nature,label_relaxation,label_shopping,label_nightlife,label_family,label_local_experience,label_luxury,label_budget_conscious,label_accessibility,label_early_riser,label_night_owl,label_off_beaten_path,label_instagram_worthy,label_needs_breaks,label_sustainable,label_vegetarian,label_group_activities
"I'm looking for a family-friendly vacation with lots of group activities, preferably ones that offer some delicious vegetarian options.  And of course, something visually appealing for Instagram!",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
"I love a good meal, preferably somewhere with a view.  A luxurious hotel is a must for me, and I really need a place where I can unwind and soak in the natural beauty, even if it means staying up late exploring.",0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"I love getting lost in nature, but I also need some downtime for shopping and exploring local markets.  I'm a night owl, so I'm always up for a lively nightlife scene, but I also need breaks throughout the day to unwind.  Luxury accommodations are a must, especially since I'll be doing a lot of traveling.",0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
"I love exploring historical sites with my family, and we're always looking for accessible options that let us really get to know the local culture. Plus, we're not early birds – we thrive on those late-night adventures and soak up the atmosphere after everyone else has gone to bed.",1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
"I love exploring local markets for unique crafts and trying the freshest, locally sourced food, especially after a day of hiking and maybe a bit of thrilling adventure – I'm definitely more of a night person, so evenings are when I really come alive.  

I'm all about sustainable travel, seeking out eco-friendly accommodations and immersing myself in the natural beauty of a place.  

Give me delicious food, stunning nature, and a good dose of adventure, and I'm happy.  I prefer to explore at my own pace, discovering hidden gems and supporting local businesses along the way – and ideally, doing it all under the moonlight!",0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"I love waking up before sunrise to catch the best light on a hike with my family, and we're always up for joining guided nature walks or group tours – it's a great way to experience a new place together.  We prioritize getting out in nature and exploring, and  making memories as a family is the most important part of any trip.",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"I love unwinding in beautiful natural settings with my family, ideally somewhere peaceful where we can recharge.  Evenings are my favorite time to explore, and I always try to find eco-friendly options; plus, I'm a vegetarian, so restaurants matter!

We're looking for a relaxing family vacation in nature, preferably somewhere with late-night activities and plenty of delicious vegetarian food.  Sustainability is important to us, too.

My ideal trip is a nature-filled escape with my family, plenty of quiet time to relax, and interesting things to do after dark.  I’m vegetarian, so good veggie food is a must, and we always try to travel responsibly.",0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"We love exploring vibrant nightlife, but we also need some downtime to recharge –  family time is key for us, and finding beautiful, Instagrammable spots is a must.  Plus, easy access to everything makes a huge difference for our family.",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
"I love exploring historical sites and trying the local cuisine wherever I go –  it's all about immersing myself in the culture!  I prefer smaller, sustainable tours that focus on authentic experiences and getting to know fellow travelers.  Honestly, I find group activities are the best way to discover hidden gems and share those moments.",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"I love exploring historical sites, but I also need my downtime – think luxurious spas and quiet nature walks.  I'm happiest when I'm experiencing amazing food and local culture with a fun group, even if it means venturing slightly off the tourist trail.

I adore indulging in fine dining and exploring lesser-known historical gems, but I also crave some serious relaxation amidst stunning natural scenery, ideally with a small group of like-minded travelers.

Give me delicious food, a comfortable hotel, and a chance to explore ancient ruins – preferably somewhere a bit less crowded, with a mix of guided tours and moments of peaceful reflection in nature.",1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"I love getting to know a place by trying the local cuisine and joining in on whatever activities the locals are doing, it's a great way to relax and unwind after a long day of exploring.  Or, sometimes I'm happy to simply relax by a pool with a good book and a delicious meal.",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"I love exploring local markets and finding unique artisan crafts –  it's all about the cultural immersion for me, and of course, snapping some seriously Instagrammable shots along the way.  I also try to be mindful of my environmental impact and support sustainable businesses whenever possible.

I'm drawn to places with vibrant cultures and interesting shopping scenes; I want to discover hidden gems and share them with my followers – all while being conscious of the planet.  Finding that perfect balance between unique experiences and ethical choices is key for me.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"I love soaking up the atmosphere of a place, exploring hidden gems and getting off the tourist trail, and I'm always keen to try the local vegetarian dishes.  History and culture are really important to me, and I prefer a more relaxed pace of travel where I can really appreciate it all.


I'm looking for a trip that balances relaxation with cultural immersion; I want to experience the local life, discover less-known historical sites, and enjoy delicious vegetarian food.


I really value cultural experiences and finding those quiet, off-the-beaten-path spots. I enjoy a slower pace of travel where I can fully appreciate the history and local flavors – and, of course, delicious vegetarian meals!",1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"I love getting away to peaceful places surrounded by nature,  preferably somewhere with eco-friendly options and easy access for everyone.  I'm all about unwinding and recharging in beautiful, accessible surroundings that don't harm the environment.  Finding a balance between relaxation and exploring responsibly is really important to me.",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"I'm a total night owl, so I love exploring cities after dark – finding hidden bars and soaking up the atmosphere;  but I also crave breathtaking natural landscapes and historical sites to explore during the day, ideally ones that look amazing on Instagram!  Give me ancient ruins, thrilling hikes, and vibrant nightlife, and I'm in heaven.",1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"I love exploring local markets and finding unique souvenirs, but I also really value spending quality time with my kids,  finding kid-friendly nature trails, and experiencing vibrant nightlife—all while making sure my travels are as eco-friendly as possible and easily accessible for everyone.  We need good public transport or easy parking, you know?",0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
"I love exploring vibrant nightlife scenes, but I also crave those quiet moments in stunning natural landscapes –  give me a jungle hike followed by delicious cocktails with a view! I'm all about eco-friendly travel and finding those truly unique, Instagram-worthy spots that aren't overrun with tourists.  Finding sustainable options that are also visually stunning is a must for me.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"My ideal trip balances exploring vibrant cultures and indulging in some serious retail therapy, all while making sure my family has a relaxing and luxurious time;  I'm also a vegetarian, so finding delicious plant-based options is a must!

I love discovering new cultures and finding unique souvenirs, but I also need time to unwind and pamper myself with a bit of luxury – ideally with my family nearby.  Good vegetarian food is a non-negotiable.

We're a family who values cultural immersion and relaxing downtime, with a touch of luxury sprinkled in –  and plenty of amazing vegetarian meals, of course!",0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"I love exploring historical sites with my family,  but I also crave adventurous activities that immerse us in the local culture; ideally, it's a luxurious but sustainable experience that supports the community.

My perfect trip balances exploring ancient ruins with thrilling hikes, all while staying in beautiful, eco-friendly accommodations and eating delicious food from local markets.

We're looking for something unique and culturally rich, a blend of adventure and history, with a touch of luxury and a commitment to responsible travel.",1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
"I love exploring off-the-beaten-path destinations, but I also appreciate a touch of luxury – think boutique hotels and incredible, locally-sourced meals.  Sustainable travel is a must for me; I want to experience the world responsibly and savor every delicious, authentic bite.


I'm all about adventurous experiences, but I prefer to do it in style and with minimal environmental impact.  Give me incredible food, stunning scenery, and a comfortable, eco-conscious place to rest my head at the end of the day.",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"I love exploring historical sites, but I also want to make sure there's a vibrant nightlife scene for my family and me – great food and Instagrammable spots are a must, and it's really important that everything is easily accessible for everyone.

We're a family who enjoys delicious food and exploring historical places,  plus I love finding those perfect Instagram moments while still having a fun night out; accessibility is key for our group.

My ideal trip balances amazing historical sites with lively nightlife, great food, and plenty of photogenic locations that my family and I can all easily enjoy.",1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
"I love exploring historical sites and finding unique souvenirs while I'm traveling, and I'm always up for a good adventure, especially if it means getting off the beaten path and discovering local culture with a group of like-minded people.  I'm a vegetarian, so finding delicious plant-based food is a must!",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"I love exploring local markets for delicious, affordable street food and immersing myself in the culture – museums, historical sites, the works!  Give me stunning natural landscapes any day, but I also appreciate a lively nightlife scene, even if it's just a casual bar with good music.  Finding accessible places is a must, as is keeping my travel costs down.

I'm all about experiencing authentic cultures through food and exploring nature, but I need to be mindful of my spending.  Plus, easy access to places is key for me – I want to be able to get around without any hassle.  And let's not forget a vibrant night scene to end the day!",0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"I love exploring ancient ruins and hiking through breathtaking landscapes, but I also need a little downtime in a nice hotel to recharge after a day of sightseeing.  A bit of luxury here and there makes the whole experience that much more special.

I'm drawn to places rich in history and culture,  but honestly, after a few days of intense exploring I really crave some pampering and relaxation.  Give me stunning natural beauty and a comfy five-star hotel, and I'm happy.",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"I love exploring vibrant nightlife, but I also crave those quiet moments of relaxation – maybe a yoga class overlooking rice paddies, you know?  I'm drawn to authentic cultural experiences, especially the off-the-beaten-path kind, and I always try to travel sustainably, supporting local businesses and minimizing my impact.

I really prioritize immersing myself in local culture and finding unique, sustainable ways to do it.  Give me a hidden gem over a tourist trap any day, and I'm equally happy chilling on a beach as I am dancing until dawn.

I seek out a balance: lively evenings exploring local nightlife, followed by peaceful relaxation, all while respectfully experiencing the culture and environment of less-traveled places.",0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
